FOSSIL ID,DATE,INQUIRY ID,AMNH ID,FOSSIL?,INQUIRY EMAIL,AMNH RESPONSE EMAIL
19,21 Jul 2015,Fossilized egg,Rock,N,"From: Jessica  Sent: Tuesday, July 21, 2015 10:52 AM  Subject: I think I found a fossilized egg?
Hello Mr. Mehling!
My name is Jessica.
I am a student at Texas State University in San Marcos Texas, and I think I've found something fossilized that looks cool! Maybe an egg perhaps? The Internet told me that is near impossible but I am holding on to hope because it almost looks like it has a shell around it. I found it in Spring Branch Texas on the edge of a river bank. I know the whole river rock rounded in the water thing but this one seems like something besides a rock! There have been dinosaur foot prints found nearby as well. I'm probably wrong but it won't hurt to check :) sorry I couldn't find a ruler! 
Thanks so much for your help!
Jessica

From: Neel, Jessica T [mailto:jtn33@txstate.edu] 
Sent: Tuesday, July 21, 2015 11:31 AM
Subject: Re: I think I found a fossilized egg?
Aw man!! Ok thank you for your time!
Jessica","From: Carl Mehling  Sent: Tuesday, July 21, 2015 11:29 AM To: 'Neel, Jessica T' Subject: RE: I think I found a fossilized egg?
Hi Jessica,
I have had a look at your attached photos, and although it is sometimes hard to be sure with photos, I'd be very surprised if this was a fossil egg.  It does indeed resemble an egg, but it is much more likely to be a weathered rock of some kind – it’s resemblance to an egg is merely accidental. 
Fossil eggs do usually have an easily identifiable shell which differs significantly from the enclosed sediments either by having a fine surface ornamentation (the smoother the ""shell,"" the less likely it is to be a non-bird dinosaur egg) or a specific type of crystalline structure in cross-section. But both the ""shell"" here and the bumpy texture are inconsistent with what one would expect for a fossil egg. The bumpy part actually looks like a coarse limestone, which also wouldn't be consistent with a fossil egg.
Also, because eggshell is so brittle, the shell is almost always heavily cracked with apparent shifting of the eggshell bits – the more perfectly “egg-like” it is the less chance that it is a fossil egg. Ironically, one strong indication that this is not an egg is that it is so egg-shaped: most fossil eggs are not ""egg-shaped"" because most fossil eggs come from non-avian dinosaurs and are everything from spherical to torpedo-shaped. 
Sorry to bring bad news,
Carl

From: Carl Mehling  Sent: Tuesday, July 21, 2015 11:34 AM To: 'Neel, Jessica T' Subject: RE: I think I found a fossilized egg?
My pleasure!"
20,21 Jul 2015,Fossil dinosaur egg,Rock,N,"From: Tim Sent: Tuesday, July 21, 2015 3:53 PM To: Carl Mehling Cc: Dina Subject: A possible fossil.
Hi Carl,
I hope everything is going well for you.
I’m hoping you can take a quick look at the attached photos.  A good friend from my high school days wants to know if this is a dinosaur egg.  And if it is, are there any clues as to which kind.  It was found somewhere in the great state of Washington.
Sorry for the poor quality of the photos.
Thanks!
Tim

From: Tim  Sent: Tuesday, July 21, 2015 3:54 PM To: Carl Mehling Cc: Dina Subject: Re: A possible fossil.
I do have every expectation that you’re going to say it’s a river rock!

From: Tim  Sent: Tuesday, July 21, 2015 4:33 PM To: Carl Mehling Cc: Dina Subject: Re: A possible fossil.
Thanks for this, Carl.  You’ll be glad to know that I’m not crushed.  So my bones might be recognizable millions of years into the future.
I’m familiar with “lithified mud nodules”, although we called them indian paint pots.  I spent a lot of time in the sand pits of Port Washington, and there were a lot of sandstone formations with similar characteristics to the ones you describe, with shapes and layers just like the rock in the pictures.
Now I have to break the news to my friend.
Couldn’t you have just lied?","From: Carl Mehling  Sent: Tuesday, July 21, 2015 4:14 PM To: 'Tim' Cc: Dina Subject: RE: A possible fossil.
Ooooh, you beat me to it, Tim! Yeah, I’d say it has had at least some life in a river.
Sometimes hard to be sure with photos, I'd be very surprised if this was a fossil egg.  It does indeed resemble an egg, but it is much more likely to be a sedimentary concretion of some kind – it’s resemblance to an egg is merely accidental. Concretions often form when some object acts as a “seed” for layered cementation of sediment. On occasion, the thing that initiates the concretion, the “seed,” can be a fossil. To find this out would require cracking the concretion completely open – this one is broken but the true center is still hidden. 
Alternatively, it might also be a lithified mud nodule. These start as balls of mud that harden through drying or chemical processes, sometimes at different rates within the ball. Mud nodules can also be balls of mud that affect the surrounding sediments and chemically alter them in a way that makes a shell-like layer harden and adhere to the mud interior. This can result in an object like this with a hard “shell” and a looser interior. Fossil eggs usually have an easily identifiable shell which differs significantly from the enclosed sediments either by having a fine surface ornamentation (the smoother the ""shell,"" the less likely it is to be a non-bird dinosaur egg) or a specific type of crystalline structure in cross-section. Also, because eggshell is so brittle, the shell is almost always heavily cracked with apparent shifting of the eggshell bits – the more perfectly “egg-like” it is the less chance that it is a fossil egg. Ironically, one strong indication that this is not an egg is that it is so egg-shaped: most fossil eggs are not ""egg-shaped"" because most fossil eggs come from non-avian dinosaurs and are everything from spherical to torpedo-shaped. 
Additionally, the thickness of the “shell” almost certainly rules out egg. Embryos in hard-shelled terrestrial eggs need shells through which they can conduct gas exchange – basically so they can breathe. Past a certain thickness, this becomes impossible. This specimen’s “shell” is much too thick. It could also just be a rock that has been rounded by being bounced around in a river. ""Egg"" shapes are extremely common among river rocks. However, the fact that it is layered the way it is points more strongly towards concretion.
Finally, Washington is only known for a single dinosaur fossil, and that was only recently found. Of course that doesn’t mean there couldn’t be more but their extreme rarity makes eggs almost out of the question.
Sorry to bring bad news,
Carl

From: Carl Mehling  Sent: Thursday, July 23, 2015 3:08 PM To: 'Tim' Subject: RE: A possible fossil.
I’m genetically incapable of knowingly lying about fossils. My apologies."
21,24 Jul 2015,Octopus Fossil,Calcite cave formation,N,"From: N Sent: Friday, July 24, 2015 8:22 AM  Subject: Octopus Fossil Identification
Hello,  I would an expert's opinion on this Very Rare Octopus Fossil. I have attach pictures, any help will be much appreciated Regards  Naz







","From: Carl Mehling  Sent: Tuesday, July 28, 2015 10:38 AM To: 'N' Subject: RE: Octopus Fossil Identification
Hi Naz,
Thanks for your email. I’m afraid I don’t see a fossil octopus there. It is not at all the way one would expect to find a fossil octopus. Plus, octopus are exceptionally rare in the fossil record because they have no hard parts. The external structure of your find, plus the presentation of the broken ends of the “arms,” plus the color and texture of the rock all point to some kind of calcite cave formation.
Best, Carl"
22,24 Jul 2015,Possible fossil egg and tooth,Probable weathered limestone and ironstone nodule,N,"From: randy Sent: Friday, July 24, 2015 10:06 PM  Subject: Fossil Identification
Dear sir:
On your website you said you could help identify fossils.  I have the following that I need help with.  These were found in Western Kentucky around Paducah.
The first one resembles an egg, approx. 3"" long and 8"" in circumference.
The second resembles a tooth.
Following are the photographs.

From: randy Sent: Wednesday, July 29, 2015 7:53 PM  Subject: Re: Fossil Identification
Mr. Mehling,
Thank you so much for taking the time to look at the photos and contact me.  It's good to have an answer from someone with knowledge in the field.  
Randy","From: Carl Mehling  Sent: Tuesday, July 28, 2015 11:10 AM To: 'randy' Subject: RE: Fossil Identification
Hi Randy,
Thanks for your email. I’ve had a look at your photos. I’m sorry but I don’t think either of them is a fossil.
The first one does somewhat resemble an egg, but it is much more likely to be just a weathered piece of limestone – it’s resemblance to an egg is merely accidental. However, if it is limestone, this little bits it is made of could be small marine invertebrate fossils.  Fossil eggs usually have an easily identifiable shell which differs significantly from the enclosed sediments either by having a fine, specific kind of surface ornamentation or a specific type of crystalline structure in cross-section. Both of those seem to be missing here. Also, because eggshell is so brittle, the shell is almost always heavily cracked with apparent shifting of the eggshell bits – the more perfectly “egg-like” it is the less chance that it is a fossil egg. 
The other piece appears to be a chunk of ironstone. Where I collect fossils in NJ we are constantly tormented by these whimsical shapes that ironstone has a nasty habit of presenting.
Sorry to bring bad news,
Carl

From: Carl Mehling  Sent: Thursday, July 30, 2015 10:08 AM To: 'randy' Subject: RE: Fossil Identification
My pleasure!"
23,25 Jul 2015,Trilobyte,Fake,N,"From: Alex  Sent: Saturday, July 25, 2015 2:16 PM To: Carl Mehling Subject: Trilobite authenticity
Dear Carl Mehling,
I was at a fossil show last year and I purchased this scotoharpes trilobite from a dealer and I was wondering if it was authentic. This trilobite is around 1.8 inches


From: Alex Sent: Tuesday, July 28, 2015 11:59 AM  Subject: Re: Trilobite authenticity
Thank you so much!!!
From Alex
","From: Carl Mehling  Sent: Tuesday, July 28, 2015 11:23 AM To: 'Alex' Subject: RE: Trilobite authenticity
Hi Alex,
Thanks for your email. I certainly wouldn't be able to authenticate something like this exclusively from photos but my eye and my gut tell me that one should be suspicious about this specimen. This definitely looks like something from Morocco and the Moroccans are well-known for their trilobite fakes. Have a look at the links below.
https://www.paleodirect.com/fakefossils1.htm (Pay close attention to the several trilobite pages)
http://www.fossilmuseum.net/collect/fake-trilobites.htm    
http://www.fossilmuseum.net/collect/faketrilobites3.htm 
Best,
Carl

From: Carl Mehling  Sent: Tuesday, July 28, 2015 12:01 PM To: 'Alex' Subject: RE: Trilobite authenticity
My pleasure!"
24,26 Jul 2015,"Fossil of maybe a  fish, maybe a vertebrate [vertebra?] or a shoulder blade",Probable fossil marine mammal bone fragment,Y,"From: John  Sent: Sunday, July 26, 2015 3:22 AM  Subject: Hey, I think I found a fossil.
Hey Carl.
My name is John. So, some years ago I found a fossil. I've thought it's of a fish, maybe, a vertebrate or a shoulder blade. Something.
I'll send some pictures. It seems like it contains both calcium and mineral, so it's got some time behind it. But its still in its earIy stages. I found it here in New York while walking down the beach some time after Hurricane Sandy destroyed the Rockaway Boardwalk. I'd like to learn more about it.
I can send some more pictures if you'd like.
-Cheers

From: John  Sent: Sunday, July 26, 2015 3:34 AM  Subject: Re: Hey, I think I found a fossil.
Ps. There are some very tiny critters on it. They don't come out but I see them scurring about on the perforated surface.","From: Carl Mehling  Sent: Tuesday, July 28, 2015 11:34 AM To: 'John' Subject: RE: Hey, I think I found a fossil.
Hi John,
Thanks for your email. By the look of it you have a bone there. And by the way it has broken it appears to be mineralized, and thus old, and thus a fossil. The texture of the bone makes me think it is a mammal bone but it looks very weathered, which means the overall shape may not be very similar to the original overall shape. Now, there are young fossils (up to 12,000 years old) found on that beach from time to time and they do include marine mammal bones. My best guess is that you have a chunk of  marine mammal bone, maybe a dolphin. I know of no way to tell for certain. Not sure what the “critters” might be but if they were marine things that were living in it from when it was in the ocean they’d all be dead by now. I wish I could tell you more because one of my favorite topics is NYC fossils!
Best, Carl"
25,26 Jul 2015,Presumably fossil,"Possible stromatolite, oncolite, or thrombolite",N,"From: J  Sent: Sunday, July 26, 2015 10:42 AM  Subject: Temescal Canyon, Santa Monica
Have no idea. It's a mystery to all of us. Can you help?
Thank you for your time. 

From: J  Sent: Tuesday, July 28, 2015 10:46 PM To: Carl Mehling Subject: RE: Temescal Canyon, Santa Monica
Thank you for your response. Words like stromatolites and oncolite, are words I'd never heard before. I Google searched them and to my suprise identified all the mysterious rock formations at the top of Topanga Canyon. I learned something new. Amazing. Can't wait to share it with my friends. We've always wondered what they were and how they we're formed.
As far as the item in question maybe it is exactly what you think. But I will tell my friends it's from a T-REX. They expect that.
Thank you again for your time and teaching me about stromatolites.
J","From: Carl Mehling  Sent: Tuesday, July 28, 2015 11:47 AM To: J Subject: RE: Temescal Canyon, Santa Monica
Hi J,
Thanks for your email. Looks like you have a bit of a stumper there. My gut tells me it’s a fossil of some kind but I’m not getting a clear signal. The best guess I can make is that it is a stromatolite or some similar kind of structure, like an oncolite or thrombolite. These are all structures that aquatic bacteria make using accumulated sediments. Sorry I can’t be more specific.
Best, Carl

From: Carl Mehling  Sent: Wednesday, July 29, 2015 12:23 PM To: 'J' Subject: RE: Temescal Canyon, Santa Monica
My pleasure!"
26,26 Jul 2015,Possible fossil bone,"Fossil bone, maybe turtle",Y,"From: Suzi  Sent: Sunday, July 26, 2015 4:50 PM  Subject: Fossil ID
Hi Mr. Mehling, 
My daughter found this on the floor of a natural spring in West Florida. It is porous like a bone fragment. We would love any information you can give. 
Thank you,
Suzi","From: Carl Mehling  Sent: Tuesday, July 28, 2015 11:54 AM To: 'Suzi' Subject: RE: Fossil ID
Hi Suzi,
Thanks for your email. Well, I can say with near certainty it's a piece of fossil bone. Beyond that, I am a bit stumped. The deep grooves in the first photo make me think turtle but the shallower parallel grooves don't at all remind me of a turtle. I suggest you post this to the Fossil Forum: they are an extremely adept group of amateur and professional fossil collectors and I know many of them are experts in Florida fossils. Good luck!
Best,
Carl"
27,27 Jul 2015,Possible fossil,Very odd rock,N,"From: Michael Sent: Monday, July 27, 2015 12:45 PM  Subject: Fossil Identification
I found this rock in Warren County Pennsylvania in a creek.  It is 4” wide and the barbell shape is 2” wide.  Is this even a fossil?
Thanks,
Mike

From: Michael Sent: Tuesday, July 28, 2015 12:36 PM  Subject: RE: Fossil Identification
Carl,
Try these files.
Thanks,
Mike","From: Carl Mehling  Sent: Tuesday, July 28, 2015 11:58 AM To: 'Michael' Subject: RE: Fossil Identification
Hi Mike,
Thanks for your email. Unfortunately, all of the photo links failed. Can you attach them to an email and resend? Thanks,
Carl

From: Carl Mehling  Sent: Tuesday, July 28, 2015 1:03 PM To: 'Michael' Subject: RE: Fossil Identification
Thanks, Mike. Looks like you have a genuine weird thing there. Very little about it suggests that it might be a fossil. I suspect it is a natural oddity, however. I can’t really supply a mechanism but it appears that something was there that this rock grew around causing the slit in one face and the barbell shape on the other. Very strange! I have seen crazy thinking like this in ironstone, and there are details about your find that seem to fit with ironstone but not all of them. Sorry I can’t be of more help!
Best, Carl"
28,27 Jul 2015,Fossil head,Rock,N,"From: wendy Sent: Monday, July 27, 2015 3:39 PM  Subject: Fosssil 
I found this in Colorado springs after the river went down, I think it's a head of something my family thinks I'm crazy","From: Carl Mehling  Sent: Tuesday, July 28, 2015 12:10 PM To: 'wendy' Subject: RE: Fosssil 
Hi Wendy,
Thanks for your email. I see you’ve also posted this to the Fossil Forum. I’ll have to agree with them that it does not seem to be a fossil. It is lacking the details we would want to see to make a confident ID as a fossil. Sorry for the bad news. But you tell your family your curious, not crazy!
Be well, Carl"
29,29 Jul 2015,Fossil egg or septarian concretion,Rock or possibly degraded rubber/plastic,N,"From: Tom Sent: Wednesday, July 29, 2015 10:41 AM  Subject: Fossil ID
Dear Carl
Please could you see the attached images and advise whether you think this is a fossil or just a stone (septarian concretion)?
The object is quite light for its size weighing 180 grams and doesn’t have the feel of a stone/rock to touch.
To those that have handled it, it has the appearance and feel of a fossilised crushed egg, but I know that these types of things are often mistaken.
Apologies there is no clear photo of the height, but photo image 1232 just about gives you an idea of thickness on the left hand side which is slightly raised.
Kind regards and best wishes
Tom

From: Tom Sent: Thursday, July 30, 2015 5:43 AM  Subject: RE: Fossil ID
Many thanks for your prompt and detailed reply.
Kind regards
Tom","From: Carl Mehling  Sent: Wednesday, July 29, 2015 12:43 PM To: 'Tom' Subject: RE: Fossil ID
Hi Tom,
Thanks for your email. I have had a look at your attached photos, and although it is sometimes hard to be sure with photos, I'd be very surprised if this was a fossil.  It does somewhat resemble an egg, but it is much more likely to be a sedimentary concretion of some kind (as you propose) – it’s resemblance to an egg is merely accidental. Concretions often form when some object acts as a “seed” for cementation of sediment. On occasion, the thing that initiates the concretion, the “seed,” can be a fossil. To find this out would require cracking the concretion open. 
Alternatively, it might also be a lithified mud nodule. These start as balls of mud that harden through drying or chemical processes, sometimes at different rates within the ball. Mud nodules can also be balls of mud that affect the surrounding sediments and chemically alter them in a way that makes a shell-like layer harden and adhere to the mud interior.  Fossil eggs usually have an easily identifiable shell which differs significantly from the enclosed sediments either by having a fine surface ornamentation (the smoother the ""shell,"" the less likely it is to be a non-bird dinosaur egg) or a specific type of crystalline structure in cross-section. Also, because eggshell is so brittle, the shell is almost always heavily cracked with apparent shifting of the eggshell bits. Ironically, one strong indication that this is not an egg is that it is so egg-shaped: most fossil eggs are not ""egg-shaped"" because most fossil eggs come from non-avian dinosaurs and are everything from spherical to torpedo-shaped. 
But most vexing is the comment “quite light for its size… and doesn’t have the feel of a stone/rock to touch.” I agree that by the look of this, one should expect more heft than you report. It makes me wonder if this isn’t artificial: maybe a collapsed rubber ball or some plastic thing. I have definitely seen rubber break down fairly similarly. You might want to take a match to it and see what happens.
Best,
Carl

From: Carl Mehling  Sent: Thursday, July 30, 2015 10:09 AM To: 'Tom' Subject: RE: Fossil ID
My pleasure!"
30,30 Jul 2015,"Fossil vertebrates, arthropods and plants (several kinds of fishes, angiosperms, auroch, 
cycads, grasses, and reptile from L. Dev., Perm.,  Triassic, L. Cret., Paleocene, Miocene,  Paleogene, Quaternary",IDs are probably correct,Y,"From: Domas Norkevicius [mailto:dominykasdomas@gmail.com]  Sent: Thursday, July 30, 2015 9:03 AM  Subject: Please help wih ID
Dear Sir or Madam,
My name is Domas, I'm 21. 
I have found many interesting fossils in Lithuania, small Eastern Europe country.
Could you help me with ID of these vertebrates, arthropods and plants?
Best regards,
Domas

[File name: Actinopterygian fish bone, Late Cretaceous, Varena town, South Lithuania (2)]

[File name: Actinopterygian fish bone, Paleocene, Varena town, South Lithuania]

[File name: Actinopterygian fish cycloid scale from the lateral line, Late Cretaceous, Varena town, South Lithuania]

[File name: Actinopterygian fish cycloid scale, Late Cretaceous, Varena town, South Lithuania]

[File name: Actinopterygian fish ctenoid scale, Late Cretaceous, Margionys quarry, Varena district, South Lithuania]

From: Domas Norkevicius [mailto:dominykasdomas@gmail.com]  Sent: Thursday, July 30, 2015 9:07 AM  Subject: Re: Please help wih ID
[File name: Actinopterygian fish mouth bone, Late Cretaceous, Varena town, south Lithuania]

[File name: Actinopterygian fish spinal rind, Late Cretaceous, Varena town, South Lithuania]

[File name: Actinopterygian fish tooth, Late Cretaceous, Varena town, South Lithuania]

[File name: angiosperm plant petal ring, Paleogene, Varena town, South Lithuania (2)]

[File name: Angiosperm plant seed shell, Late Cretaceous, Varena town, South Lithuania (3)]

From: Domas Norkevicius [mailto:dominykasdomas@gmail.com]  Sent: Thursday, July 30, 2015 9:08 AM  Subject: Re: Please help wih ID
[File name: Auroch tooth, Quarternary, Olando cap, Klaipeda district, Western Lithuania]

[File name: Ceratodontidae lungfish tooth plate, Permian, Varena town, South Lithuania (2)]

[File name: Chimere tooth, Late Devonian, Varena town, south Lithuania]

[File name: Cycadales gymnosperm plant leaf fragment, Triassic, Varena town, South Lithuania]

[File name: Cochliodont chimere tooth, Late Devonian, Varena town, south Lithuania]

From: Domas Norkevicius [mailto:dominykasdomas@gmail.com]  Sent: Thursday, July 30, 2015 9:12 AM  Subject: Re: Please help wih ID
[File name: Grass seed, Miocene, Juodikiai quarry, Klaipeda district, Western  Lithuania (2)]

[File name: Grass seed, Miocene, Juodikiai quarry, Klaipeda district, Western Lithuania]

[File name: Hybodus longiconus shark tooth, Middle Triassic, Varena town, South Lithuania]

[File name: Ichthyodectiform ancient fish spinal rind, Late Cretaceous, Varena town, South Lithuania]

[File name: Ichthyodectiform fish scale from the lateral line, Late Cretaceous, Varena town, South Lithuania]

From: Domas Norkevicius [mailto:dominykasdomas@gmail.com]  Sent: Thursday, July 30, 2015 9:16 AM  Subject: Re: Please help wih ID
[File name: Rhizodontid tetrapodomorph fish scale, Late Devonian, Varena town, South Lithuania]

[File name: Small coelacanth fish scale, Early Triassic, Varena town, South Lithuania]

[File name: Small coelacanth fish scale, Early Triassic, Varena town, South Lithuania (2)]

[File name: Small unidentified reptile scale, Late Cretaceous, Varena town, South Lithuania]

[File name: Spiny scale of silverside fish ancestor from the lateral line, Late Cretaceous, Varena town, South Lithuania]

From: Domas Norkevicius [mailto:dominykasdomas@gmail.com]  Sent: Thursday, July 30, 2015 9:18 AM  Subject: Re: Please help wih ID
[File name: Spiny scale of the silverside fish ancestor, Late Cretaceous, Varena town, South Lithuania]

[File name: Tetrapodomorph fish bone, Devonian, Varena town, South Lithuania]

[File name: Tetrapodomorph fish head plate, Devonian, Varena town, south Lithuania]

[File name: tetrapodomorph fish head plate, Devonian, Varena town, South Lithuania (2)]

[File name: Tetrapodomorph fish head plate, Devonian, Varena, South Lithuania]

From: Domas Norkevicius [mailto:dominykasdomas@gmail.com]  Sent: Thursday, July 30, 2015 9:19 AM  Subject: Re: Please help wih ID
[File name: Tetrapodomorph fish scale, Devonian, Varena town, South Lithuania]

[File name: Tetrapodomorph fish scale, Devonian, Varena town, South Lithuania (2)]

[File name: Tristichopterid tetrapodomorph fish scale, Devonian, Barciai village, Varena district, South Lithuania]

From: Domas Norkevicius [mailto:dominykasdomas@gmail.com]  Sent: Thursday, July 30, 2015 11:23 AM  Subject: Re: Please help wih ID
Dear Carl, 
Thank you. 
Could you tell me some contacts of the vertebrate, arthropod and plant specialists which could identify my fossils?
Please help if you can
Best regards, 
Domas 

From: Domas Norkevicius [mailto:dominykasdomas@gmail.com]  Sent: Friday, July 31, 2015 8:03 AM  Subject: Re: Please help wih ID
Dear Carl,
Thank you for the contacts, I'm going to send my vertebrates to these specialists.
All the best,
Domas","From: Carl Mehling  Sent: Thursday, July 30, 2015 10:51 AM To: 'Domas Norkevicius' Subject: RE: Please help wih ID
Hi Domas,
Thanks for your email. You certainly have a load of very nice fossils there and I have no reason to disagree with any of your identifications, but sadly I can’t add anything to what you have said. I don’t know any of those groups really well and no one here knows Lithuanian fossils very well. Is there a natural history closer to you that might be able to help you better? Keep digging!
Best, Carl

From: John Maisey  Sent: Thursday, July 30, 2015 11:33 AM  Subject: RE: Lithuanian Fossils
Hi Carl, 
An interesting collection of fragments.. Some of them could be quite important. The collector really should contact more local  scientists (there are quite a few paleontologists in eastern Europe). 
John  

From: Carl Mehling  Sent: Thursday, July 30, 2015 12:03 PM To: John Maisey Subject: RE: Lithuanian Fossils
I told him basically the same. Might you have a contact or two I could give him?

From: John Maisey  Sent: Thursday, July 30, 2015 12:50 PM  Subject: RE: Lithuanian Fossils
A couple of suggestions: 

From: Carl Mehling  Sent: Thursday, July 30, 2015 1:26 PM To: John Maisey Subject: RE: Lithuanian Fossils
Thanks!

From: Carl Mehling  Sent: Thursday, July 30, 2015 1:28 PM To: 'Domas Norkevicius' Subject: RE: Please help wih ID
Hi Domas,
Here are a couple of names our Curator of Fossil Fishes John Maisey provided:

As for the other fossils we don’t have any good suggestions. You should be able to find the right people on the Web.
Best, Carl 

From: Carl Mehling  Sent: Friday, July 31, 2015 11:02 AM To: 'Domas Norkevicius' Subject: RE: Please help wih ID
Good luck!
"
31,31 Jul 2015,Dinosaur eggs,Chert concretions,N,"From: Jeff Sent: Friday, July 31, 2015 10:45 AM  Subject: [What Is This Fossil?] found dinasaur eggs
jeff
found in a wadi large collection of what appears to be dinosaur eggs...
we have both samples and pictures...  some on line sites say they may be chert nodules.
i can send pictures ... i would love to know your expert opinions...  if they seem to be eggs, we can bring in samples.
please respond
thanks

From: jeff Sent: Friday, July 31, 2015 11:47 AM To: Carl Mehling Subject: Re: [What Is This Fossil?] found dinasaur eggs
will arrange... thanks

From: jeff Sent: Friday, July 31, 2015 11:51 AM To: Carl Mehling Subject: Re: [What Is This Fossil?] found dinasaur eggs
many more...and out of the cliff...

From: jeff  Sent: Friday, July 31, 2015 12:05 PM To: Carl Mehling Subject: Re: [What Is This Fossil?] found dinasaur eggs
[Below is a sample of the many images]

From: jeff Sent: Monday, August 03, 2015 7:58 PM  Subject: cherts not eggs
thank you so much...jeff

From: jeff Sent: Monday, August 17, 2015 1:36 PM  Subject: Re: [What Is This Fossil?] found dinasaur eggs
Dear Carl...
Thanks again for the Chert nodule vs Dino egg explanation...understood.!
I have another specimen to identify properly... a gold sphere inside a geode of quartz.
local gemologists claim it is clearly real gold..but have never seen a full sphere inside a geode...and think it might be very rare..
opinions..?... feel free to pass it around for other opinions.
thanks
Jeff

From: jeff Sent: Wednesday, September 02, 2015 12:33 PM  Subject: Re: [What Is This Fossil?] found dinasaur eggs
Jamie had not seen anything like our geode with the gold inside...and she is away now... is there someone else to cc the pics to for an opinion..?","From: Carl Mehling  Sent: Friday, July 31, 2015 11:04 AM To: 'jeff' Subject: RE: [What Is This Fossil?] found dinasaur eggs
Hi Jeff,
Thanks for your email. I’d be happy to have a look at your find. Please email me very sharp photos (no more than 5 and no larger than 500k) that include scale.
Best, 
Carl

[He also cc’d Ruth at this point]
From: Ruth Sent: Friday, July 31, 2015 11:54 AM To: Carl Mehling Subject: Fwd: eggs found
Thoughts?

From: Ruth Sent: Friday, July 31, 2015 12:09 PM To: Carl Mehling Subject: Fwd: eggs found
Give me a call

From: Melanie Sent: Monday, August 03, 2015 10:50 AM To: jeff Cc: Carl Mehling Subject: RE: eggs found
Hi Jeff,
Am forwarding your email to Carl Mehling, one of our senior science staff in vert paleo, who may be able to help.
Thanks,
Melanie

From: Carl Mehling  Sent: Monday, August 03, 2015 11:33 AM To: '. .' Subject: RE: [What Is This Fossil?] found dinasaur eggs
Hi Jeff,
I have had a look at your attached photos, and although it is sometimes hard to be sure with photos, I'd be very surprised if these were fossil eggs.  They do somewhat resemble eggs, but it is much more likely to be a sedimentary concretion of some kind – it’s resemblance to an egg is merely accidental. Concretions often form when some object acts as a “seed” for cementation of sediment. On occasion, the thing that initiates the concretion, the “seed,” can be a fossil. To find this out would require cracking the concretion open. The concentric rings in the first one definitely remind me of chert nodules, as does the fracture patterns on the specimens. Neither structure would not be expected for fossil eggs. Eggs have a near perfect geometry and even as fossils this original geometry is apparent. These are to irregular in shape to be likely candidates for eggs. Also, fossil eggs usually have an easily identifiable shell which differs significantly from the enclosed sediments either by having a fine surface ornamentation (the smoother the ""shell,"" the less likely it is to be a non-bird dinosaur egg) or a specific type of crystalline structure in cross-section. Also, because eggshell is so brittle, the shell is almost always heavily cracked with apparent shifting of the eggshell bits – the more perfectly “egg-like” it is the less chance that it is a fossil egg. The lack of any bits that could be confidently IDed as eggshell also speaks against these being eggs.
Sorry to bring bad news,
Carl

From: Carl Mehling  Sent: Monday, August 03, 2015 11:34 AM To: Melanie Subject: RE: eggs found
Thanks, Melanie – he hit me also!

From: Carl Mehling  Sent: Tuesday, August 04, 2015 11:24 AM To: '. .' Subject: RE: cherts not eggs
My pleasure!

From: Carl Mehling  Sent: Tuesday, August 18, 2015 9:53 AM To: 'jeff' Cc: Jamie Subject: RE: [What Is This Fossil?] found dinasaur eggs
Hi Jeff,
This is definitely more of a question for my counterpart in Earth & Planetary Sciences, Jamie (cc’d here). See what she says!
Best, Carl

From: Jamie  Sent: Tuesday, August 18, 2015 10:49 AM  Subject: RE: [What Is This Fossil?] found dinasaur eggs
Photos?

From: Carl Mehling  Sent: Tuesday, August 18, 2015 10:53 AM To: Jamie Subject: RE: [What Is This Fossil?] found dinasaur eggs
Whoops!

From: Carl Mehling  Sent: Wednesday, September 02, 2015 1:51 PM To: '. .' Subject: RE: [What Is This Fossil?] found dinasaur eggs
Jaime’s definitely the right one. See what she says when she gets back."
32,1 Aug 2015,Fossil plant,Calamites pith cast,Y,"From: Vincent Sent: Saturday, August 01, 2015 1:03 PM  Subject: Fossil
I found this fossil near my home in Southwest Missouri. I've been told its some kind of plant

From: Vincent Sent: Monday, August 03, 2015 6:47 PM  Subject: RE: Fossil
How much would you say something like this is worth?","From: Carl Mehling  Sent: Monday, August 03, 2015 11:42 AM To: 'Vincent' Subject: RE: Fossil
Hi Vincent,
Thanks for your email. Looks to me you’ve got yourself a Calamites fossil there. Calamites was an ancient relative of today’s horsetails and grew to be up to 100 feet tall. Your fossil probably represents a cast of the hollow interior of the plant’s stem so the girth of the living plant’s stem was likely quite a bit more. They were especially common in the Carboniferous Period (~360-300 million years ago). It looks like you definitely have rocks of the right age exposed near you so happily that also makes sense. Nice find!
Best, Carl

From: Carl Mehling  Sent: Tuesday, August 04, 2015 11:23 AM To: 'Vincent' Subject: RE: Fossil
Hi Vincent,
We don’t do appraisals but I can tell you that Calamites is an extremely common fossil.
Best, Carl"
